,SITE,PLOT,COORD,TREE,DEAD,Diameter,Height,SHELTER,Multistem,UngulateBrowse,RodentDamage,DieBack,PoorHealth,HighPLant,NaturalRegen,SAMPLE,GRNWT,NEEDLE_DRYWT,STEM_DRYWT,Combined_DRYWT,NOTES,SITE.1,State,Forest,District,X,Y,Unit..,TPA.Planted,Total.Acres.Planted,Season.Planted,Year.Planted,tmax,tavg,tmin,preci,vapr,wind,srad,elev,Elevation,pred_direct_gam,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD_0,DD5,DD_18,DD18,NFFD,bFFP,eFFP,FFP,PAS,EMT,EXT,rsds,Eref,CMD,RH,CMI,DD1040
105,Buffalo Creek,21,1,12,0,6,8,8,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,5.413312371,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
106,Buffalo Creek,9,1,6,0,6,7,7,1,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,5.557892357,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
107,Buffalo Creek,23,1,3,0,6,6,6,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,5.702472343,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
108,Buffalo Creek,23,1,2,0,6,14,14,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,4.545832455,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
109,Buffalo Creek,1,1,3,0,6,10,10,0,0,0,0,0,0,0,1,11.5,2.84,1.39,4.23,most surviving seedlings next to logs,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,5.124152399,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
110,Buffalo Creek,21,1,4,0,6,10,10,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,5.124152399,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
111,Buffalo Creek,21,1,9,0,6,14,14,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,4.545832455,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
112,Buffalo Creek,14,1,9,0,6,13,13,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,4.690412441,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
113,Buffalo Creek,22,1,3,0,6,13,13,0,0,0,0,0,0,0,1,16.8,4.27,1.88,6.15,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,4.690412441,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
114,Buffalo Creek,12,1,3,0,6,11,11,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,4.979572413,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
115,Buffalo Creek,9,1,2,0,6,10,10,0,0,0,0,0,0,0,1,9,3.25,1.31,4.55,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,5.124152399,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
116,Buffalo Creek,13,1,2,0,6,10,10,0,0,0,0,0,1,0,1,7.4,1.52,1.31,2.83,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,5.124152399,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
117,Buffalo Creek,21,1,5,0,6,9,9,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,5.268732385,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
118,Buffalo Creek,14,1,5,0,6,13,13,0,0,0,0,0,0,1,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,4.690412441,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
119,Buffalo Creek,11,1,7,0,6,10,10,0,0,0,0,0,0,0,1,12.5,4.16,1.58,5.74,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,5.124152399,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
120,Buffalo Creek,5,1,5,0,5,17,17,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,1.34630971,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
121,Buffalo Creek,11,1,1,0,5,13,13,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,2.848523011,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
122,Buffalo Creek,22,1,1,0,5,11,11,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,3.599629661,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
123,Buffalo Creek,4,1,8,0,5,9,9,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,4.350736312,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
124,Buffalo Creek,17,1,6,0,5,9,9,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,4.350736312,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
125,Buffalo Creek,11,1,8,0,5,14,14,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,2.472969686,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
126,Buffalo Creek,21,1,6,0,5,13,13,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,2.848523011,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
127,Buffalo Creek,12,1,1,0,5,13,13,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,2.848523011,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
128,Buffalo Creek,24,1,5,0,5,13,13,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,2.848523011,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
129,Buffalo Creek,24,1,11,0,5,13,13,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,2.848523011,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
130,Buffalo Creek,12,1,8,0,5,11,11,1,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,3.599629661,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
131,Buffalo Creek,3,1,3,0,5,16,16,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,1.721863036,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
132,Buffalo Creek,1,1,4,0,5,12,12,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,3.224076336,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
133,Buffalo Creek,11,1,5,0,5,9,9,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,4.350736312,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
134,Buffalo Creek,22,1,12,0,5,9,9,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,4.350736312,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
135,Buffalo Creek,10,1,4,0,5,6,6,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,5.477396287,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
136,Buffalo Creek,23,1,6,0,5,12,12,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,3.224076336,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
137,Buffalo Creek,3,1,2,0,5,11,11,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,3.599629661,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
138,Buffalo Creek,3,1,9,0,5,9,9,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,4.350736312,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
139,Buffalo Creek,17,1,5,0,5,8,8,0,0,0,0,0,0,1,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,4.726289637,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
140,Buffalo Creek,11,1,6,0,5,9,9,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,4.350736312,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
141,Buffalo Creek,25,1,2,0,5,8,8,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,4.726289637,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
142,Buffalo Creek,24,1,4,0,5,9,9,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,4.350736312,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
143,Buffalo Creek,23,1,5,0,5,7,7,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,5.101842962,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
144,Buffalo Creek,10,1,1,0,5,15,15,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,2.097416361,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
145,Buffalo Creek,3,1,7,0,5,14,14,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,2.472969686,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
146,Buffalo Creek,11,1,3,0,5,10,10,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,3.975182986,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
147,Buffalo Creek,4,1,11,0,5,7,7,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,5.101842962,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
148,Buffalo Creek,21,1,11,0,4,15,15,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,-0.206419747,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
149,Buffalo Creek,14,1,6,0,4,6,6,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,5.252320231,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
150,Buffalo Creek,3,1,10,0,4,11,11,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,2.21968691,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
151,Buffalo Creek,5,1,2,0,4,7,7,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,4.645793566,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
152,Buffalo Creek,8,1,3,0,4,4,4,1,0,0,0,0,0,0,0,NA,NA,NA,NA,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,6.465373559,7.983333333,19.3,-2.266666667,21.58333333,777.1666667,376,23.53333333,54.4,326.5,1950.333333,3798.333333,158.1666667,185.3333333,145.8333333,277.6666667,132,110.3333333,-34.6,35.2,18.18333333,902.3333333,336.3333333,53,-9.446666667,990
