SITE,PLOT,COORD,TREE,DEAD,Diameter,Height,SHELTER,Multistem,UngulateBrowse,RodentDamage,DieBack,PoorHealth,HighPLant,NaturalRegen,SAMPLE,GRNWT,NEEDLE_DRYWT,STEM_DRYWT,Combined_DRYWT,NOTES,SITE,State,Forest,District,X,Y,Unit #,TPA Planted,Total Acres Planted,Season Planted,Year Planted,tmax,tavg,tmin,preci,vapr,wind,srad,elev,Elevation,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19
Buffalo Creek,11,1,3,0,5.1,10,0,0,0,0,0,0,0,0,0,,,,,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,5.85,18.26667,46.01175,772.25763,26.7,-13,39.7,15.81667,-3.21667,15.81667,-3.21667,440,65,9,50.30043,176,41,176,41
Buffalo Creek,4,1,11,0,5.1,7,0,0,0,0,0,0,0,0,0,,,,,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,5.85,18.26667,46.01175,772.25763,26.7,-13,39.7,15.81667,-3.21667,15.81667,-3.21667,440,65,9,50.30043,176,41,176,41
Buffalo Creek,4,1,3,0,5,8,0,0,1,0,0,0,0,0,0,,,,,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,5.85,18.26667,46.01175,772.25763,26.7,-13,39.7,15.81667,-3.21667,15.81667,-3.21667,440,65,9,50.30043,176,41,176,41
Buffalo Creek,21,1,11,0,4.9,15,0,0,0,0,0,0,0,0,0,,,,,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,5.85,18.26667,46.01175,772.25763,26.7,-13,39.7,15.81667,-3.21667,15.81667,-3.21667,440,65,9,50.30043,176,41,176,41
Buffalo Creek,14,1,6,0,4.7,6,0,0,0,0,0,0,0,0,0,,,,,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,5.85,18.26667,46.01175,772.25763,26.7,-13,39.7,15.81667,-3.21667,15.81667,-3.21667,440,65,9,50.30043,176,41,176,41
Buffalo Creek,3,1,10,0,4.6,11,0,0,0,0,0,0,0,0,0,,,,,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,5.85,18.26667,46.01175,772.25763,26.7,-13,39.7,15.81667,-3.21667,15.81667,-3.21667,440,65,9,50.30043,176,41,176,41
Buffalo Creek,5,1,2,0,4.6,7,0,0,0,0,0,0,0,0,0,,,,,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,5.85,18.26667,46.01175,772.25763,26.7,-13,39.7,15.81667,-3.21667,15.81667,-3.21667,440,65,9,50.30043,176,41,176,41
Buffalo Creek,8,1,3,0,4.6,4,0,1,0,0,0,0,0,0,0,,,,,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,5.85,18.26667,46.01175,772.25763,26.7,-13,39.7,15.81667,-3.21667,15.81667,-3.21667,440,65,9,50.30043,176,41,176,41
Buffalo Creek,22,1,8,0,4.5,8,0,1,1,0,0,0,0,0,0,,,,,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,5.85,18.26667,46.01175,772.25763,26.7,-13,39.7,15.81667,-3.21667,15.81667,-3.21667,440,65,9,50.30043,176,41,176,41
Buffalo Creek,5,1,7,0,4.4,11,0,0,0,0,0,0,0,0,0,,,,,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,5.85,18.26667,46.01175,772.25763,26.7,-13,39.7,15.81667,-3.21667,15.81667,-3.21667,440,65,9,50.30043,176,41,176,41
Buffalo Creek,24,1,2,0,4.1,13,0,0,0,0,0,0,0,0,0,,,,,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,5.85,18.26667,46.01175,772.25763,26.7,-13,39.7,15.81667,-3.21667,15.81667,-3.21667,440,65,9,50.30043,176,41,176,41
Buffalo Creek,9,1,5,0,4.1,5,0,0,0,0,0,0,0,0,0,,,,,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,5.85,18.26667,46.01175,772.25763,26.7,-13,39.7,15.81667,-3.21667,15.81667,-3.21667,440,65,9,50.30043,176,41,176,41
Buffalo Creek,9,1,4,0,4,4,0,0,0,0,0,0,0,0,0,,,,,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,5.85,18.26667,46.01175,772.25763,26.7,-13,39.7,15.81667,-3.21667,15.81667,-3.21667,440,65,9,50.30043,176,41,176,41
Buffalo Creek,4,1,4,0,3.3,15,0,0,1,0,0,0,0,0,0,,,,,,Buffalo Creek,Colorado,Pike,South Platte,39.353381,-105.3182402,N/A,134,42,Spring,2021,14.98333,5.85,-3.28333,36.66667,0.5275,3.70833,16397.66602,2210,2443,5.85,18.26667,46.01175,772.25763,26.7,-13,39.7,15.81667,-3.21667,15.81667,-3.21667,440,65,9,50.30043,176,41,176,41
High Meadow,23,1,8,0,11,16,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,11,1,4,0,10.4,18,0,0,0,0,0,0,0,1,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,12,1,5,0,9.6,25,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,17,1,3,0,9.5,20,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,12,1,3,0,9.5,18,0,1,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,21,1,4,0,9.5,9,0,1,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,23,1,7,0,9.4,19,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,2,1,1,0,9.4,18,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,12,1,1,0,9.4,13,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,8,1,10,0,9.4,12,0,1,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,1,1,4,0,9.2,24,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,11,1,2,0,9.2,17,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,3,1,1,0,9.2,13,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,12,1,2,0,9.1,15,0,0,0,0,0,0,0,0,1,35.6,6.99,5.16,12.15,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,14,1,10,0,9,19,0,1,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,10,1,5,0,8.9,22,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,4,1,2,0,8.9,18,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,23,1,4,0,8.9,16,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,21,1,6,0,8.8,18,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,16,1,6,0,8.8,13,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,14,1,2,0,8.6,13,0,1,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,7,1,2,0,8.6,12,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,20,1,3,0,8.5,13,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,24,1,2,0,8.5,10,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,20,1,2,0,8.4,20,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,10,1,1,0,8.4,19,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,21,1,5,0,8.4,19,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,20,1,1,0,8.4,16,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,5,1,3,0,8.4,13,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,22,1,2,0,8.3,15,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,4,1,3,0,8.2,16,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,7,1,7,0,8.2,16,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,21,1,8,0,8.2,11,0,0,0,0,0,0,0,0,1,21.2,5.03,2.56,7.59,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,21,1,1,0,8,21,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,25,1,1,0,8,20,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,22,1,3,0,8,16,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,15,1,1,0,8,11,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,14,1,9,0,7.9,19,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,8,1,4,0,7.9,17,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,1,1,3,0,7.9,15,0,0,0,0,0,0,0,0,0,,,,,most surviving seedlings next to logs,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,5,1,2,0,7.8,18,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,23,1,10,0,7.8,14,0,0,0,0,0,0,0,0,1,28.5,5.68,3.87,9.55,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,23,1,6,0,7.8,12,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,23,1,1,0,7.8,10,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,13,1,3,0,7.7,14,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,20,1,4,0,7.7,14,0,1,0,0,0,0,0,0,1,20,4.05,3.04,7.08,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,22,1,1,0,7.7,13,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,8,1,8,0,7.6,15,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,22,1,5,0,7.6,14,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,17,1,2,0,7.5,15,0,0,0,0,0,0,0,0,1,17.7,4.17,3.1,7.27,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,6,1,2,0,7.5,14,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,14,1,11,0,7.5,14,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
High Meadow,21,1,2,0,7.5,13,0,0,0,0,0,0,0,0,0,,,,,,High Meadow,Colorado,Pike,South Platte,39.381939,-105.3816203,4,134,125,Fall,2020,14.04167,5.2,-3.64167,35.5,0.49,3.86667,16353.91699,2417,2372,5.2,17.68333,45.81174,766.31348,25.9,-12.7,38.6,15.08333,-3.66667,15.08333,-3.66667,426,67,9,52.69321,178,40,178,40
